mmns,score
0.986154702,0.231732301
0.993183786,0.321660057
0.998358598,0.571962572
0.999613894,0.812596595
0.989430407,0.263169876
0.998454973,0.582290007
0.990536645,0.276839949
0.999544049,0.78756874
0.99965792,0.828483113
0.997876104,0.523248709
0.999613782,0.812548672
0.997900468,0.525632885
0.999926816,0.973762086
0.999562591,0.794038362
0.999846141,0.929013862
0.999271322,0.712401308
0.990822732,0.280542011
0.998150182,0.54867193
0.975192868,0.158218218
0.99899263,0.655840033
0.933827873,0.044508608
0.898294325,0.015527095
0.999258858,0.709472007
0.999258858,0.709472007
0.998831647,0.630896043
0.992136861,0.301460457
0.999379657,0.738267818
0.99678324,0.446499814
0.999239596,0.705045108
0.99887324,0.636377251
0.99887324,0.636377251
0.999860158,0.937975487
0.99081871,0.280470126
0.999888155,0.953406736
0.977011314,0.167826806
0.995779314,0.39868451
0.999683171,0.839733068
0.997725866,0.510429271
0.997876395,0.523308613
0.994922673,0.368193418
0.997252762,0.475193789
0.994954191,0.369068015
0.994954192,0.369079996
0.996618041,0.437430362
0.996618039,0.437418381
0.999488527,0.769262104
0.968714702,0.128937185
0.99601472,0.408964022
0.999496478,0.772029664
0.999309693,0.721171241
0.999927828,0.974337163
0.985458204,0.225765872
0.99827753,0.562833216
0.958286361,0.094372626
0.996266012,0.419854553
0.99952506,0.781374675
0.999210422,0.698455677
0.996453011,0.428594534
0.996453011,0.428594534
0.999521721,0.78022452
0.994862578,0.366336396
0.999526133,0.781746079
0.965884399,0.118561827
0.999806695,0.905208046
0.997662647,0.505601016
0.966772564,0.121545042
0.999222419,0.701235219
0.999781952,0.890387818
0.999956867,0.992104664
0.999568644,0.795871422
0.999759537,0.8775564
0.999345934,0.73033654
0.999894603,0.956773336
0.999843055,0.927264667
0.998423509,0.578791618
0.998522798,0.590221285
0.982130032,0.199432111
0.993777785,0.335258246
0.999412732,0.747696695
0.997317005,0.479446967
0.916301285,0.02571076
0.999725008,0.859693052
0.999903591,0.96127811
0.999161365,0.688140223
0.975524214,0.159811662
0.999030353,0.662249751
0.995974448,0.407029125
0.995974448,0.407029125
0.996843485,0.450082068
0.999616351,0.813387327
0.997596838,0.500485222
0.999105117,0.676902249
0.999579392,0.799801119
0.967778398,0.125199181
0.997681983,0.507050691
0.995485899,0.387063151
0.988687665,0.255705848
0.996651655,0.438868056
0.999542152,0.786778008
0.988520948,0.253800903
0.988872409,0.257490984
0.996575051,0.435225898
0.996084847,0.412079025
0.967821872,0.125456767
0.967821872,0.125456767
0.998887724,0.638623648
0.996458939,0.428995891
0.901624729,0.016940827
0.944557714,0.062982975
0.999558559,0.792852265
0.942940593,0.059436664
0.99961307,0.812261133
0.99478619,0.363556855
0.995093631,0.373620712
0.999669388,0.833239484
0.995620466,0.392490445
0.998072541,0.541375633
0.999466332,0.762696635
0.993224234,0.322558616
0.998769326,0.622030263
0.99499983,0.370403872
0.994823164,0.364718991
0.999068594,0.669941414
0.985340422,0.224879294
0.99499983,0.370403872
0.985682414,0.227658835
0.985682414,0.227658835
0.985682414,0.227658835
0.99389872,0.338169576
0.999264545,0.710933662
0.999264545,0.710933662
0.999264545,0.710933662
0.9991495,0.685815951
0.991262349,0.287155403
0.999264545,0.710933662
0.999203475,0.696946098
0.997170345,0.469922245
0.995809207,0.400074281
0.995809209,0.400086262
0.999637057,0.820875316
0.99750203,0.493254819
0.99750203,0.493254819
0.999249319,0.707249572
0.999265953,0.711215211
0.999669413,0.833275426
0.999566085,0.795140594
0.999591579,0.80440174
0.998175381,0.551403549
0.967215356,0.123126505
0.98835413,0.251800113
0.467235873,4.79E-05
0.999248992,0.707189668
0.999390777,0.741832101
0.999390777,0.741832101
0.998417197,0.578168618
0.987634731,0.244372027
0.999742268,0.868295254
0.994858494,0.366204608
0.99847437,0.584734087
0.999692277,0.843962284
0.994944455,0.368816418
0.997353855,0.482238489
0.964419944,0.113625744
0.985729567,0.228162028
0.980627536,0.189176561
0.999677325,0.836929565
0.996376929,0.425126098
0.992169477,0.301999593
0.999781129,0.889860663
0.997818998,0.517821414
0.935778873,0.04759965
0.972747994,0.145878012
0.991784823,0.295146585
0.99754421,0.496687314
0.802817669,0.00259983
0.994737857,0.361915488
0.998853064,0.633531815
0.999614231,0.812728384
0.999880119,0.949069692
0.961312947,0.103286329
0.998892188,0.639342495
0.9270983,0.035894425
0.954387259,0.083901422
0.998880699,0.637701127
0.999573072,0.797297135
0.990919527,0.281955743
0.999903409,0.961110379
0.997187109,0.470988534
0.923876474,0.03259971
0.999328499,0.725789833
0.999328499,0.725789833
0.99875367,0.619514299
0.999664828,0.831298597
0.985190741,0.223585369
0.998987986,0.65488157
0.993460955,0.327782237
0.999788294,0.894521188
0.961348842,0.103370194
0.998499513,0.587771215
0.998499513,0.587771215
0.999219442,0.700528353
0.997061492,0.462733775
0.999952339,0.989408988
0.995446833,0.38567338
0.99237552,0.305617789
0.99544104,0.385481687
0.909084435,0.020571004
0.999333179,0.72712569
0.999720807,0.857560473
0.997741139,0.511495561
0.999526962,0.782045599
0.99966909,0.833101705
0.99966909,0.833101705
0.998635979,0.604346628
0.996292124,0.421124516
0.999613353,0.81236297
0.999613353,0.81236297
0.999819683,0.912947632
0.999597478,0.806330646
0.997228413,0.473768076
0.999120828,0.68028083
0.971958766,0.142140007
0.999336158,0.727784633
0.997927164,0.528184792
0.998222894,0.556363593
0.999545441,0.787940144
0.985295965,0.224555812
0.999121302,0.680400637
0.997797441,0.51607222
0.999295014,0.718080199
0.993776059,0.335150419
0.996064399,0.411216409
0.999653963,0.826937592
0.99970751,0.851270562
0.99846656,0.583763643
0.994463092,0.353744594
0.981979209,0.198317898
0.998582756,0.59763739
0.99991227,0.965818827
0.959075242,0.096696898
0.999687837,0.84221309
0.999909466,0.964045671
0.999410297,0.746917944
0.987304847,0.241137216
0.847539643,0.005337439
0.847539643,0.005337439
0.995520804,0.388524806
0.998640939,0.605053494
0.978301159,0.175554411
0.999092534,0.674458169
0.997800185,0.516431644
0.980508146,0.188349887
0.99833059,0.569057232
0.99833059,0.569057232
0.999929369,0.975271664
0.766289129,0.00138378
0.766289129,0.00138378
0.997086816,0.46449495
0.997089049,0.464602777
0.997756461,0.512681659
0.99910929,0.677788827
0.999327263,0.725484323
0.989388473,0.26278649
0.995958385,0.406100615
0.999773685,0.885739274
0.999169178,0.689565936
0.997947949,0.530029832
0.995512594,0.388213306
0.997567885,0.498292738
0.998426546,0.579198965
0.986012135,0.230318569
0.906930272,0.019420849
0.998655438,0.606658919
0.99963239,0.819174045
0.959996058,0.099236824
0.99978868,0.894784765
0.979295586,0.181149436
0.990933959,0.282357099
0.983127901,0.207087831
0.99464246,0.359363581
0.999860151,0.937963507
0.990933959,0.282357099
0.974866489,0.156576851
0.998276467,0.562653504
0.995184789,0.376723735
0.997648475,0.504642553
0.970508884,0.136113674
0.999606039,0.809529515
0.996317476,0.422178825
0.994931483,0.368492937
0.978510502,0.176740508
0.999654743,0.827320977
0.999047643,0.665604371
0.996951961,0.456012556
0.999361496,0.73415841
0.991866384,0.296548336
0.996951961,0.456012556
0.996951961,0.456012556
0.998189466,0.552937089
0.999682967,0.83961326
0.965695416,0.117866941
0.998509191,0.588867457
0.982449247,0.201966046
0.998937565,0.646483041
0.999396407,0.74319192
0.999875114,0.946362035
0.993599063,0.330975116
0.993599063,0.330975116
0.982449247,0.201966046
0.994378093,0.351096841
0.999956331,0.991865048
0.995352607,0.382678184
0.998581649,0.597511591
0.997146722,0.468131118
0.997146722,0.468131118
0.998581649,0.597511591
0.999763753,0.880228114
0.998630012,0.603567877
0.999739664,0.86700133
0.97901695,0.179388261
0.998786903,0.624414439
0.996695912,0.441623636
0.968171167,0.126900452
0.999211744,0.69880312
0.999507159,0.775492111
0.998644283,0.605400937
0.998575689,0.596810716
0.999839935,0.925227934
0.964520835,0.113919273
0.976667651,0.166131525
0.999857885,0.936669582
0.980301633,0.187259636
0.976667651,0.166131525
0.998584186,0.597877005
0.990959234,0.282782417
0.993574089,0.330262259
0.964520835,0.113919273
0.999258498,0.709346209
0.978457204,0.176411037
0.965019009,0.115662477
0.999828091,0.918219176
0.993429003,0.327147256
0.978457204,0.176411037
0.999531341,0.783279619
0.986803567,0.237027807
0.996200095,0.416775492
0.996200095,0.416775492
0.992358783,0.305402135
0.968804045,0.129224724
0.998167029,0.55050499
0.999744177,0.869319611
0.999744177,0.869319611
0.997774522,0.514131333
0.990592712,0.277636671
0.990592712,0.277636671
0.98674528,0.236476691
0.996200095,0.416775492
0.999571438,0.796758
0.997594936,0.500389375
0.999293799,0.717744737
0.998988603,0.655013359
0.991764533,0.294799142
0.998070697,0.541124037
0.999904671,0.96174536
0.999103076,0.676423017
0.998128783,0.546503409
0.997374868,0.483676183
0.996828765,0.449315298
0.996513899,0.431871278
0.995052426,0.372171038
0.994969373,0.36960715
0.907468715,0.019852157
0.999039275,0.664112763
0.999039275,0.664112763
0.999763528,0.879988498
0.997922175,0.527885272
0.999849714,0.931649634
0.98403693,0.214467993
0.969427615,0.131656822
0.965769345,0.118106557
0.94386966,0.061701032
0.963684991,0.111217607
0.996990358,0.458229001
0.963458455,0.110570645
0.999972481,0.997807517
0.981108335,0.192411372
0.967216271,0.123138486
0.99897946,0.653288126
0.993379152,0.326080966
0.994608649,0.358333233
0.983290827,0.208405717
0.991757082,0.294667354
0.999490405,0.770064816
0.901127409,0.016725173
0.998840661,0.632094121
0.993718518,0.333760648
0.999440177,0.755064876
0.999751422,0.87357878
0.995601103,0.391663771
0.992847518,0.314884925
0.992847518,0.314884925
0.999342091,0.729306193
0.999801002,0.90158985
0.998588882,0.598380198
0.927825842,0.036996657
0.997160435,0.469059628
0.999473632,0.764397906
0.974055865,0.152323673
0.998787487,0.624450382
0.999580285,0.800154552
0.999580285,0.800154552
0.999685778,0.841122839
0.999859065,0.937352487
0.999619044,0.814333809
0.999004736,0.657960631
0.998176925,0.551559299
0.997521871,0.494818311
0.988669242,0.255574059
0.985078134,0.22268681
0.997309493,0.479003678
0.999335423,0.727688787
0.979774294,0.184048786
0.972700438,0.145614434
0.998926209,0.644733847
0.999824223,0.915918866
0.998795263,0.625576575
0.972700452,0.145626415
0.998329983,0.568979357
0.995500676,0.387650209
0.969411515,0.13162088
0.995449086,0.385709322
0.955616342,0.087016426
0.998940598,0.646986234
0.997860397,0.521972756
0.997860397,0.521972756
0.96177378,0.104700061
0.998932707,0.645776175
0.999548065,0.788742856
0.981115959,0.192447315
0.945082674,0.063857572
0.897569671,0.015263517
0.993920044,0.338732673
0.99936338,0.734553776
0.998966601,0.651389172
0.983620564,0.211041489
0.998966601,0.651389172
0.993590871,0.330627673
0.993590871,0.330627673
0.99803045,0.537302167
0.991618912,0.292546755
0.998931472,0.64554854
0.999939257,0.981256065
0.999939257,0.981256065
0.999132586,0.682269639
0.964771395,0.114847784
0.99988971,0.954425102
0.999572558,0.797153366
0.964181179,0.113062648
0.988160298,0.249571687
0.999169983,0.68978159
0.966275833,0.119711982
0.996085724,0.412162891
0.99977655,0.88720093
0.933692027,0.044268993
0.998552617,0.594198905
0.965492478,0.117124133
0.999819976,0.913103382
0.999938453,0.980591132
0.974389496,0.153953059
0.994997272,0.370308026
0.999929776,0.975391472
0.995520183,0.388500845
0.999738336,0.866258521
0.999659894,0.829213941
0.987284336,0.240963495
0.987284336,0.240963495
0.999615508,0.813075826
0.999726524,0.860471803
0.994997272,0.370308026
0.998124157,0.545988235
0.997802926,0.516635317
0.99478794,0.363568836
0.9988866,0.638479878
0.999207143,0.697784753
0.999738632,0.866426252
0.999738632,0.866426252
0.999330582,0.726251093
0.999532985,0.783986486
0.999738632,0.866426252
0.995212458,0.377526448
0.99950577,0.775072783
0.999207143,0.697796734
0.975932159,0.16207603
0.99629728,0.42132819
0.999569432,0.796021182
0.999569432,0.796021182
0.999039222,0.664094792
0.999464956,0.762187451
0.999621246,0.815088598
0.999464956,0.762187451
0.999775345,0.886733679
0.999611539,0.811512334
0.999611539,0.811512334
0.995717128,0.396276373
0.997299151,0.478368697
0.961249514,0.103082655
0.99982201,0.914565038
0.975079419,0.157607198
0.999576218,0.798758791
0.991621954,0.292606659
0.999706895,0.850971042
0.967000534,0.12228785
0.996530626,0.43280578
0.999506039,0.775156649
0.998680594,0.609630153
0.992237174,0.303257575
0.998745319,0.618280278
0.999835691,0.922580181
0.999486108,0.768531276
0.975681373,0.16069824
0.999949222,0.98744414
0.996968845,0.457006961
0.996968845,0.457024932
0.996968845,0.457024932
0.973253532,0.148729438
0.958389753,0.094684127
0.999346192,0.730384463
0.997172789,0.470125918
0.938286822,0.051517366
0.962908755,0.108857393
0.999549189,0.789234069
0.999229055,0.702660932
0.999681267,0.838750644
0.997662379,0.505529131
0.998589063,0.598422131
0.998589063,0.598422131
0.99884384,0.632489487
0.998372564,0.573340362
0.99957718,0.799082272
0.989153178,0.260222603
0.997906451,0.526255886
0.633766015,0.000131789
0.996775255,0.445900775
0.999307042,0.720596164
0.999875151,0.946409958
0.999870547,0.94413361
0.988361235,0.25190794
0.999844718,0.928318976
0.999449383,0.75788036
0.997059924,0.462625948
0.952109667,0.079013263
0.998352117,0.571411456
0.999461163,0.760851594
0.999781273,0.889944529
0.989604013,0.265110762
0.997310647,0.479075563
0.998346308,0.570716571
0.998894965,0.639815736
0.998894965,0.639815736
0.999877082,0.947368421
0.999434077,0.753435489
0.995480803,0.386871458
0.999496152,0.771933818
0.998819907,0.629146848
0.996283301,0.420693208
0.996648928,0.438748248
0.999882873,0.950627194
0.998428104,0.579390657
0.999913061,0.96617825
0.999953076,0.9899002
0.999621146,0.815004732
0.998378469,0.57407119
0.998885009,0.63834809
0.999459565,0.760576036
0.980830005,0.190434543
0.993625033,0.331580145
0.999837457,0.923814202
0.996751459,0.444630812
0.999373157,0.736668384
0.995869115,0.402302706
0.999373157,0.736668384
0.971272781,0.139084908
0.998598196,0.59948243
0.999392768,0.742281381
0.950623768,0.075958163
0.999882067,0.950231828
0.999445402,0.756778128
0.954845265,0.084835923
0.998925283,0.644614039
0.998105528,0.544442714
0.999123551,0.680688176
0.99552314,0.388620652
0.998530698,0.591251632
0.99297599,0.317233158
0.99297599,0.317233158
0.997830464,0.519139301
0.999805308,0.904369391
0.999196746,0.695472462
0.999546488,0.78819174
0.9952332,0.378293218
0.968201211,0.12702026
0.964709919,0.114680053
0.994407126,0.352055303
0.999923458,0.971857141
0.999746825,0.870799238
0.999722728,0.858506955
0.979292139,0.181089532
0.999772373,0.885092312
0.999760889,0.878299208
0.998701698,0.612649311
0.998239575,0.558220614
0.996008539,0.408748368
0.971584217,0.140510621
0.999795671,0.898474846
0.995120096,0.374698983
0.999269898,0.711910096
0.847414719,0.005319468
0.897778806,0.015323421
0.999778419,0.888375046
0.998620399,0.602453664
0.999494027,0.771298837
0.994896153,0.367402686
0.997749131,0.512142523
0.979159963,0.180358705
0.999768335,0.882989685
0.999768335,0.882989685
0.99891344,0.642661171
0.980272747,0.18717577
0.939412506,0.053554099
0.995831892,0.401032743
0.997392391,0.484730492
0.998351081,0.571291648
0.972245809,0.143613644
0.980046066,0.185726095
0.947509109,0.068913463
0.999503898,0.774497706
0.998895105,0.639851678
0.998895105,0.639851678
0.991484883,0.29062983
0.999445928,0.756903926
0.999445928,0.756903926
0.975261445,0.158577641
0.99974909,0.872153066
0.999756751,0.876166629
0.995896022,0.403285131
0.998946063,0.647860831
0.955563704,0.086896618
0.995144866,0.375399859
0.995144866,0.375399859
0.988234647,0.250494207
0.98823464,0.250482227
0.999710885,0.852744198
0.864108534,0.007164508
0.995476037,0.38675165
0.999124748,0.680939773
0.987491446,0.243173949
0.999675388,0.836072939
0.998623679,0.602968838
0.995127281,0.374866714
0.999675388,0.836072939
0.966289054,0.119735944
0.998845417,0.632729103
0.991140298,0.285334324
0.954188367,0.083488085
0.954188367,0.083488085
0.99916116,0.688104281
0.990662982,0.278469335
0.999950721,0.988402602
0.970515301,0.136173578
0.996813667,0.448464663
0.999667145,0.832125271
0.997585799,0.499574682
0.978548037,0.176944182
0.964188288,0.113086609
0.990668882,0.278565181
0.997328601,0.480381468
0.995944363,0.405465633
0.999583921,0.801418525
0.96227273,0.106485198
0.988509001,0.253669115
0.994935346,0.368576803
0.948345535,0.070662657
0.938818831,0.052368002
0.9421968,0.058166701
0.965321464,0.116501132
0.996584797,0.435771023
0.996584797,0.435771023
0.981361713,0.19422047
0.999365928,0.735248661
0.998724276,0.615500737
0.996608077,0.436843303
0.998217136,0.555812477
0.979716023,0.183569554
0.994423405,0.3526184
0.993685853,0.332957935
0.950776882,0.076233721
0.99972852,0.8613464
0.998193451,0.553320474
0.982611198,0.202954461
0.999900419,0.959678675
0.998479013,0.585261241
0.964990887,0.115566631
0.999900419,0.959678675
0.992421963,0.306570261
0.999272463,0.712772713
0.972687545,0.145518588
0.994586423,0.357338829
0.999689586,0.842800149
0.988931073,0.258024129
0.988931073,0.258024129
0.992421963,0.306570261
0.995279324,0.380102316
0.9972213,0.473252902
0.994796631,0.363760528
0.999611072,0.811314651
0.999813925,0.909509147
0.950008377,0.074520469
0.999318304,0.723483532
0.999776067,0.88704518
0.996950673,0.45592869
0.998450719,0.581834737
0.99918005,0.691818323
0.999543513,0.787341105
0.968475042,0.128050607
0.996531098,0.432871674
0.996531098,0.432871674
0.994611131,0.358405118
0.989766959,0.266901889
0.989766959,0.266901889
0.947649735,0.069236944
0.998925391,0.644649981
0.994862271,0.366324416
0.989698378,0.266189033
0.990473401,0.276001294
0.981332024,0.193968874
0.999740284,0.867264907
0.995590903,0.391292367
0.999945864,0.985317551
0.999945864,0.985317551
0.999350287,0.731450753
0.981226103,0.193154181
0.997008419,0.459145531
0.997008419,0.459145531
0.991486538,0.290659782
0.991486538,0.290659782
0.783708187,0.001892964
0.997297551,0.478188985
0.996247651,0.418991937
0.997643523,0.504175303
0.999171853,0.690021206
0.987319922,0.241388812
0.973182315,0.14845388
0.995302612,0.380749278
0.999809691,0.906921298
0.995042349,0.371871518
0.981324259,0.193896989
0.99678708,0.446835276
0.985505351,0.226137276
0.996905585,0.453574467
0.996905585,0.453574467
0.997264729,0.476044425
0.952346559,0.079444571
0.998857718,0.634154816
0.99966592,0.831634059
0.939499062,0.053697869
0.998750945,0.619166856
0.999264478,0.71090371
0.99905822,0.6675812
0.999944772,0.98454479
0.999947314,0.986329927
0.993839163,0.336648017
0.99889497,0.639833707
0.985084737,0.222734733
0.993968529,0.340002636
0.999952427,0.989480873
0.999756248,0.875903052
0.99671253,0.44260606
0.950003778,0.074508488
0.999799599,0.900559503
0.949628722,0.07360993
0.979660472,0.183162208
0.999705919,0.850515773
0.964614924,0.114236764
0.999651714,0.826027053
0.954689588,0.08448249
0.954689588,0.08448249
0.999949968,0.987935352
0.992836064,0.314645309
0.992836064,0.314645309
0.99830307,0.565984161
0.818846227,0.003462446
0.999380089,0.738375645
0.999930231,0.975643069
0.999693625,0.844489439
0.994267159,0.348125607
0.999789526,0.895263997
0.999193896,0.694765596
0.999734171,0.864125942
0.998099931,0.543939521
0.993903744,0.338349288
0.996074859,0.411623755
0.99545756,0.386032803
0.99545756,0.386032803
0.999911004,0.965064037
0.994142215,0.344567314
0.99545756,0.386032803
0.99958912,0.803407335
0.999270181,0.712017923
0.99443682,0.352989804
0.975150041,0.158002564
0.982940814,0.205787916
0.982940814,0.205787916
0.996804192,0.447895575
0.996804192,0.447895575
0.999033021,0.662974589
0.999033021,0.662974589
0.999590584,0.803994393
0.994683057,0.360513736
0.998716761,0.614650101
0.996719381,0.443001426
0.999817771,0.911905304
0.997603781,0.501108222
0.999746913,0.870859142
0.995852796,0.401679706
0.997056132,0.46235039
0.841822831,0.004840236
0.836013558,0.004384967
0.999260587,0.710017133
0.98604675,0.230666012
0.999538289,0.785693747
0.999538289,0.785693747
0.984515045,0.218110151
0.986913998,0.237854481
0.843456507,0.004984006
0.995623713,0.392694119
0.999809506,0.906861394
0.853247892,0.006020343
0.853247892,0.006020343
0.952672119,0.080175399
0.834095241,0.004205255
0.814999573,0.003222831
0.999945318,0.984832329
0.999878148,0.948063306
0.999902733,0.96082284
0.965078972,0.115824218
0.965078972,0.115824218
0.816337493,0.003354619
0.958685276,0.095522781
0.999149225,0.685768028
0.998184146,0.552290127
0.996720879,0.443025387
0.921665112,0.030383265
0.925770779,0.034528616
0.999767892,0.882684175
0.942988906,0.059580433
0.988271743,0.250889573
0.999760025,0.877879881
0.969048542,0.130183186
0.999943449,0.983748068
0.999943449,0.983748068
0.994326068,0.349527358
0.976169467,0.163381935
0.967330561,0.123497909
0.999610475,0.811170882
0.967823634,0.125474739
0.997891591,0.524770268
0.998073361,0.541423557
0.955034415,0.085333126
0.999836548,0.923215163
0.955034415,0.085333126
0.999735142,0.864533289
0.999765522,0.881198558
0.995108967,0.374129896
0.995108967,0.374129896
0.987103049,0.239447926
0.93828629,0.051493405
0.938286309,0.051505385
0.998550846,0.593863443
0.998550846,0.593863443
0.998550846,0.593863443
0.999719168,0.856817664
0.998789817,0.624833767
0.999599937,0.807025531
0.986825485,0.237195538
0.9988765,0.636922377
0.99991736,0.968598368
0.999199929,0.696167348
0.999429813,0.752009776
0.999736203,0.865204212
0.965460689,0.117040267
0.999732152,0.863251345
0.990785589,0.279966933
0.996481923,0.430175998
0.996481923,0.430175998
0.992653081,0.311045084
0.999696018,0.845627613
0.991164278,0.285765632
0.992611933,0.310338217
0.998501348,0.588136629
0.999681698,0.838954317
0.985332019,0.22481939
0.998479374,0.585333126
0.998615795,0.601746798
0.999394357,0.742700708
0.99418345,0.345837277
0.99909589,0.675117112
0.996143178,0.414535086
0.990646907,0.278277643
0.964343511,0.11341009
0.994530686,0.355745384
0.975915009,0.161956222
0.980692427,0.189500042
0.998813966,0.628296213
0.99862762,0.603292319
0.999466245,0.762672673
0.999949799,0.987839505
0.999940887,0.982160614
0.999479554,0.766398696
0.976221574,0.163705417
0.824266714,0.003702062
0.995481094,0.386883439
0.999798706,0.90006829
0.931325622,0.041225874
0.998407693,0.577054405
0.997526283,0.495201696
0.999222604,0.701271161
0.963905381,0.111900512
0.971959781,0.142163969
0.865374643,0.007452047
0.99849322,0.586974493
0.999705313,0.85031809
0.998711154,0.613883331
0.994119264,0.343908371
0.999705313,0.85031809
0.984164304,0.215558245
0.999409932,0.746780165
0.999409932,0.746780165
0.998382456,0.574430613
0.999343874,0.729749482
0.986118904,0.231360897
0.99801403,0.535852493
0.998839998,0.631998275
0.999279536,0.714521907
0.999537539,0.785508045
0.997549369,0.497082679
0.999253205,0.70799238
0.981586277,0.195628212
0.981586277,0.195628212
0.998670802,0.608408113
0.999760843,0.878275247
0.980591764,0.188960907
0.997967069,0.531755065
0.99885655,0.633939162
